genres,id,popularity,vote_average,vote_count,original_title,release_date,overview,tagline,title,rating,weighted_rating,description
"Drama, Horror, Science Fiction, Romance",3036,14.287753,6.1,272.0,Frankenstein,1994-11-04,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",Be Warned.  It's Alive,Mary Shelley's Frankenstein,4.0,3.4091634134231756,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.Be Warned.  It's Alive"
"Comedy, Romance",8986,3.770115,5.6,49.0,Milk Money,1994-08-31,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.",You can't get enough of a good thing... But first you have to find it.,Milk Money,4.0,3.348904296658194,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.You can't get enough of a good thing... But first you have to find it."
"Drama, Thriller",1945,5.930957,6.1,128.0,Nell,1994-12-23,"In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets.",Her heart. Her soul. Her language are a mystery...A mystery called Nell,Nell,4.448275862068965,3.396936020740662,"In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets.Her heart. Her soul. Her language are a mystery...A mystery called Nell"
"Crime, Thriller, Drama",241,11.226856,6.9,927.0,Natural Born Killers,1994-08-25,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,The Media Made Them Superstars.,Natural Born Killers,3.5,3.3841994598280767,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.The Media Made Them Superstars.
Drama,527,4.025276,7.6,106.0,Once Were Warriors,1994-09-02,"A drama about a Maori family lving in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.","A family in crisis, a life in chaos... Nothing is more powerful than a mother's love.",Once Were Warriors,4.30327868852459,3.379775701193113,"A drama about a Maori family lving in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.A family in crisis, a life in chaos... Nothing is more powerful than a mother's love."
"Action, Drama, Science Fiction, Thriller",6950,13.676444,6.4,522.0,Outbreak,1995-03-10,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,Outbreak,2.5,3.1702873640320144,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen."
"Thriller, Crime, Drama",101,20.477329,8.2,4293.0,Léon,1994-09-14,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.","If you want a job done well, hire a professional.",Leon: The Professional,3.8823529411764706,3.7000731546712897,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.If you want a job done well, hire a professional."
"Comedy, Drama, Romance",2307,0.463307,7.0,2.0,A Pyromaniac's Love Story,1995-04-28,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie. Written by Brian Whiting",,A Pyromaniac's Love Story,4.0,3.3346011893634686,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie. Written by Brian Whiting"
"Thriller, Crime",680,140.950236,8.3,8670.0,Pulp Fiction,1994-09-10,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",Just because you are a character doesn't mean you have character.,Pulp Fiction,3.9166666666666665,3.801423015928118,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.Just because you are a character doesn't mean you have character."
"Drama, Mystery, Romance",110,7.832755,7.8,246.0,Trois couleurs : Rouge,1994-05-27,Red This is the third film from the trilogy by Kieślowski. “Red” meaning brotherliness. Here Kieślowski masterly tells strange coincidentally linked stories in the most packed work.,,Three Colors: Red,3.9451754385964914,3.397059954914151,Red This is the third film from the trilogy by Kieślowski. “Red” meaning brotherliness. Here Kieślowski masterly tells strange coincidentally linked stories in the most packed work.
"Drama, Music, Mystery",108,8.843517,7.7,311.0,Trois couleurs : Bleu,1993-01-10,A woman struggles to find a way to live her life after the death of her husband and child.,,Three Colors: Blue,4.0,3.4185743290353856,A woman struggles to find a way to live her life after the death of her husband and child.
"Action, Thriller",2636,10.388183,5.5,317.0,The Specialist,1994-10-07,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.,The Specialist,5.0,3.549146157931612,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld."
